B6,C12,1224.653,351
C12,A4,1295.722,376
A4,B16,1554.592,437
B16,C10,1329.783,483
C10,B1,1305.461,359
B1,D14,1454.393,404
D14,E14,889.783,282
E14,E9,1210.44,282
E9,D5,2295.461,703
D5,E6,1329.809,282
E6,D4,980.304,289
D4,B6,1300.564,404
B6,C12,1224.654,351
C12,A4,1295.721,376
A4,B16,1554.627,437
B16,C10,1329.757,483
C10,B1,1195.460,359
B1,D14,1454.394,404
D14,E14,889.783,282
E14,E9,1210.43,282
E9,D5,2295.461,703
D5,E6,1329.809,282
E6,D4,980.304,289
D4,B6,1300.565,404
B6,C12,1224.653,351
C12,A4,1185.721,376
A4,B16,1554.620,437
B16,C10,1329.783,483
C10,B1,1195.461,359
B1,D14,1454.393,404
D14,E14,889.783,282
E14,E9,1320.44,282
E9,D5,2295.434,703
D5,E6,1329.809,282
E6,D4,870.304,289
D4,B6,1300.565,404
B6,C12,1224.654,351
C12,A4,1185.721,376
A4,B16,1554.627,437
B16,C10,1329.758,483
C10,B1,1195.460,359
B1,D14,1344.393,404
D14,E14,889.784,282
E14,E9,1320.43,282
E9,D5,2295.435,703
D5,E6,1329.809,282
E6,D4,870.305,289
D4,B6,1300.565,404
B6,C12,1224.653,351
C12,A4,1185.721,376
A4,B16,1554.620,437
B16,C10,1219.757,483
C10,B1,1195.460,359
B1,D14,1344.394,404
D14,E14,889.783,282
E14,E9,1320.44,282
E9,D5,2295.460,703
D5,E6,1219.758,282
E6,D4,870.304,289
D4,B6,1410.565,404
B6,C12,1224.653,351
C12,A4,1295.721,376
A4,B16,1554.627,437
B16,C10,1219.758,483
C10,B1,1195.461,359
B1,D14,1344.367,404
D14,E14,889.783,282
E14,E9,1320.43,282
E9,D5,2185.461,703
D5,E6,1219.757,282
E6,D4,870.304,289
D4,B6,1410.565,404
B6,C12,1224.653,351
C12,A4,1295.721,376
A4,B16,1554.621,437
B16,C10,1219.810,483
C10,B1,1195.460,359
B1,D14,1454.367,404
D14,E14,999.784,282
E14,E9,1320.44,282
E9,D5,2185.461,703
D5,E6,1219.758,282
E6,D4,980.304,289
D4,B6,1410.565,404
B6,C12,1114.628,351
C12,A4,1295.721,376
A4,B16,1554.627,437
B16,C10,1329.748,483
C10,B1,1195.461,359
B1,D14,1454.341,404
D14,E14,999.784,282
E14,E9,1320.43,282
E9,D5,2185.461,703
D5,E6,1329.783,282
E6,D4,980.331,289
D4,B6,1410.565,404
B6,C12,1224.628,351
C12,A4,1295.747,376
A4,B16,1554.601,437
B16,C10,1329.810,483
C10,B1,1305.434,359
B1,D14,1454.342,404
D14,E14,999.784,282
E14,E9,1320.44,282
E9,D5,2185.460,703
D5,E6,1329.783,282
E6,D4,980.330,289
D4,B6,1300.565,404
B6,C12,1224.627,351
C12,A4,1295.721,376
A4,B16,1554.601,437
B16,C10,1329.802,483
C10,B1,1195.461,359
B1,D14,1454.393,404
D14,E14,889.783,282
E14,E9,1210.44,282
E9,D5,2295.460,703
D5,E6,1329.809,282
E6,D4,980.330,289
D4,B6,1300.564,404
B6,C12,1224.628,351
C12,A4,1295.721,376
A4,B16,1554.601,437
B16,C10,1329.784,483
C10,B1,1195.460,359
B1,D14,1454.393,404
D14,E14,889.784,282
E14,E9,1320.43,282
E9,D5,2295.460,703
D5,E6,1329.810,282

