D13,B2,635.703,404
B2,C9,674.584,359
C9,B15,540.260,376
B15,A3,755.391,437
A3,C11,574.349,376
C11,B5,535.416,351
B5,D3,679.453,404
D3,E5,559.714,289
E5,D6,430.286,282
D6,E10,1004.558,623
E10,E13,440.0,282
E13,D13,430.286,282
D13,B2,635.703,404
B2,C9,564.558,359
C9,B15,540.286,376
B15,A3,755.417,437
A3,C11,574.297,376
C11,B5,535.442,351
B5,D3,679.479,404
D3,E5,449.688,289
E5,D6,430.286,282
D6,E10,1004.584,623
E10,E13,550.0,282
E13,D13,320.260,282
D13,B2,635.677,404
B2,C9,674.583,359
C9,B15,540.261,376
B15,A3,645.442,437
A3,C11,684.297,376
C11,B5,535.417,351
B5,D3,679.479,404
D3,E5,449.739,289
E5,D6,430.261,282
D6,E10,1004.583,623
E10,E13,440.0,282
E13,D13,430.261,282
D13,B2,635.703,404
B2,C9,564.557,359
C9,B15,650.287,376
B15,A3,645.416,437
A3,C11,684.323,376
C11,B5,535.417,351
B5,D3,679.453,404
D3,E5,449.739,289
E5,D6,430.287,282
D6,E10,1004.557,623
E10,E13,440.0,282
E13,D13,430.287,282
D13,B2,635.651,404
B2,C9,564.609,359
C9,B15,540.234,376
B15,A3,755.417,437
A3,C11,574.349,376
C11,B5,535.390,351
B5,D3,679.479,404
D3,E5,449.740,289
E5,D6,430.261,282
D6,E10,1004.583,623
E10,E13,440.0,282
E13,D13,430.260,282
D13,B2,635.703,404
B2,C9,674.558,359
C9,B15,540.286,376
B15,A3,645.417,437
A3,C11,684.297,376
C11,B5,535.442,351
B5,D3,679.479,404
D3,E5,449.740,289
E5,D6,430.208,282
D6,E10,1004.610,623
E10,E13,440.0,282
E13,D13,430.234,282
D13,B2,635.703,404
B2,C9,564.609,359
C9,B15,650.235,376
B15,A3,645.443,437
A3,C11,574.323,376
C11,B5,535.416,351
B5,D3,679.453,404
D3,E5,449.740,289
E5,D6,540.260,282
D6,E10,1004.557,623
E10,E13,440.26,282
E13,D13,430.261,282
D13,B2,525.677,404
B2,C9,674.583,359
C9,B15,540.287,376
B15,A3,645.390,437
A3,C11,684.323,376
C11,B5,535.443,351
B5,D3,679.427,404
D3,E5,449.739,289
E5,D6,430.287,282
D6,E10,1004.557,623
E10,E13,440.0,282
E13,D13,430.287,282
D13,B2,635.703,404
B2,C9,564.557,359
C9,B15,650.261,376
B15,A3,645.442,437
A3,C11,574.297,376
C11,B5,535.443,351
B5,D3,679.479,404
D3,E5,449.687,289
E5,D6,540.287,282
D6,E10,894.583,623
E10,E13,550.0,282
E13,D13,320.260,282
D13,B2,635.678,404
B2,C9,674.583,359
C9,B15,540.260,376
B15,A3,645.443,437
A3,C11,684.297,376
C11,B5,535.416,351
B5,D3,679.479,404
D3,E5,449.740,289
E5,D6,430.260,282
D6,E10,1004.558,623
E10,E13,440.26,282
E13,D13,430.260,282
