B1,D14,574.367,404
D14,E14,339.784,282
E14,E9,550.70,376
E9,D8,1085.460,633
D8,E8,559.740,384
E8,C14,1415.408,875
C14,A4,855.704,581
A4,B16,674.627,437
B16,C10,559.757,483
C10,B1,535.443,359
B1,D14,574.333,404
D14,E14,339.810,282
E14,E9,550.17,376
E9,D8,1085.460,633
D8,E8,669.765,384
E8,C14,1415.366,875
C14,A4,855.677,581
A4,B16,674.627,437
B16,C10,559.800,483
C10,B1,535.400,359
B1,D14,574.367,404
D14,E14,339.783,282
E14,E9,550.69,376
E9,D8,1085.461,633
D8,E8,559.714,384
E8,C14,1415.408,875
C14,A4,855.703,581
A4,B16,674.628,437
B16,C10,559.757,483
C10,B1,535.443,359
B1,D14,574.340,404
D14,E14,339.783,282
E14,E9,550.18,376
E9,D8,1085.461,633
D8,E8,559.765,384
E8,C14,1415.409,875
C14,A4,855.677,581
A4,B16,674.654,437
B16,C10,559.809,483
C10,B1,535.390,359
B1,D14,574.367,404
D14,E14,339.784,282
E14,E9,550.70,376
E9,D8,975.460,633
D8,E8,559.758,384
E8,C14,1305.434,875
C14,A4,855.747,581
A4,B16,674.601,437
B16,C10,559.740,483
C10,B1,535.486,359
B1,D14,574.341,404
D14,E14,339.784,282
E14,E9,550.18,376
E9,D8,975.475,633
D8,E8,559.810,384
E8,C14,1305.409,875
C14,A4,855.721,581
A4,B16,674.653,437
B16,C10,559.713,483
C10,B1,535.435,359
B1,D14,684.312,404
D14,E14,449.750,282
E14,E9,550.69,376
E9,D8,1085.417,633
D8,E8,559.757,384
E8,C14,1305.434,875
C14,A4,855.748,581
A4,B16,564.601,437
B16,C10,559.783,483
C10,B1,535.487,359
B1,D14,684.297,404
D14,E14,449.739,282
E14,E9,550.1,376
E9,D8,1085.487,633
D8,E8,559.809,384
E8,C14,1415.355,875
C14,A4,855.721,581
A4,B16,674.610,437
B16,C10,559.757,483
C10,B1,425.461,359
B1,D14,574.392,404
D14,E14,449.784,282
E14,E9,550.0,376
E9,D8,1085.460,633
D8,E8,669.714,384
E8,C14,1415.417,875
C14,A4,855.677,581
A4,B16,674.601,437
B16,C10,559.784,483
C10,B1,535.416,359
B1,D14,574.341,404
D14,E14,339.758,282
E14,E9,550.44,376
E9,D8,975.486,633
D8,E8,559.784,384
E8,C14,1305.408,875
C14,A4,855.747,581
A4,B16,674.653,437
B16,C10,559.713,483
C10,B1,535.487,359
B1,D14,684.323,404
D14,E14,339.757,282
E14,E9,550.43,376
E9,D8,1085.443,633
D8,E8,559.757,384
E8,C14,1305.460,875
C14,A4,855.721,581
A4,B16,564.602,437
B16,C10,559.809,483
C10,B1,425.461,359
B1,D14,684.367,404
D14,E14,449.713,282
E14,E9,550.26,376
E9,D8,1085.461,633
D8,E8,559.783,384
E8,C14,1415.365,875
C14,A4,855.747,581
A4,B16,674.583,437
B16,C10,559.757,483
C10,B1,535.442,359
B1,D14,574.304,404
D14,E14,339.757,282
E14,E9,550.18,376
E9,D8,1085.487,633
D8,E8,559.713,384
E8,C14,1305.435,875
C14,A4,855.695,581
A4,B16,674.601,437
B16,C10,559.766,483
C10,B1,535.434,359
B1,D14,574.367,404
D14,E14,339.758,282
E14,E9,550.70,376
E9,D8,1085.416,633
D8,E8,559.783,384
E8,C14,1305.399,875
C14,A4,855.747,581
A4,B16,564.627,437
B16,C10,559.758,483
C10,B1,425.486,359
B1,D14,574.341,404
D14,E14,449.810,282
E14,E9,549.973,376
E9,D8,1085.461,633
D8,E8,559.758,384
E8,C14,1415.364,875
C14,A4,855.677,581
A4,B16,674.628,437
B16,C10,559.809,483
C10,B1,535.391,359
B1,D14,574.367,404
D14,E14,339.771,282
E14,E9,550.70,376
E9,D8,975.461,633
D8,E8,559.757,384
E8,C14,1305.435,875
C14,A4,855.747,581
A4,B16,674.628,437
B16,C10,559.713,483
C10,B1,535.487,359
B1,D14,684.296,404
D14,E14,449.740,282
E14,E9,550.18,376
E9,D8,1085.442,633
D8,E8,559.809,384
E8,C14,1305.409,875
C14,A4,855.721,581
A4,B16,674.610,437
B16,C10,559.784,483
C10,B1,535.390,359
B1,D14,574.393,404
D14,E14,339.784,282
E14,E9,550.44,376
E9,D8,1085.460,633
D8,E8,559.714,384
E8,C14,1305.461,875
C14,A4,855.721,581
A4,B16,674.601,437
B16,C10,559.740,483
C10,B1,535.486,359
B1,D14,684.286,404
D14,E14,449.750,282
E14,E9,550.44,376
E9,D8,1085.416,633
D8,E8,559.784,384
E8,C14,1305.408,875
C14,A4,855.748,581
A4,B16,674.583,437
B16,C10,559.731,483
C10,B1,425.513,359
B1,D14,574.393,404
D14,E14,339.784,282
E14,E9,550.43,376
E9,D8,1085.461,633
D8,E8,559.713,384
E8,C14,1305.461,875
C14,A4,855.722,581
A4,B16,674.601,437
B16,C10,559.757,483
C10,B1,535.460,359
B1,D14,684.323,404
D14,E14,449.714,282
E14,E9,550.44,376
E9,D8,1085.416,633
D8,E8,559.783,384
E8,C14,1305.409,875
C14,A4,855.747,581
A4,B16,674.584,437
B16,C10,559.757,483
C10,B1,425.486,359
B1,D14,574.315,404
D14,E14,339.757,282
E14,E9,550.18,376
E9,D8,1085.461,633
D8,E8,559.713,384
E8,C14,1305.408,875
C14,A4,855.695,581
A4,B16,674.627,437
B16,C10,559.765,483
C10,B1,535.434,359
B1,D14,684.323,404
D14,E14,449.713,282
E14,E9,550.70,376
E9,D8,1085.416,633
D8,E8,559.784,384
E8,C14,1415.417,875
C14,A4,855.747,581
A4,B16,674.558,437
B16,C10,559.757,483
C10,B1,535.443,359
B1,D14,574.341,404
D14,E14,339.784,282
E14,E9,550.17,376
E9,D8,975.487,633
D8,E8,559.809,384
E8,C14,1305.409,875
C14,A4,855.773,581
A4,B16,564.602,437
B16,C10,559.757,483
C10,B1,425.435,359
B1,D14,574.341,404
D14,E14,449.783,282
E14,E9,550.0,376
E9,D8,1085.460,633
D8,E8,669.766,384
E8,C14,1415.365,875
C14,A4,855.677,581
A4,B16,674.628,437
B16,C10,559.765,483
C10,B1,535.434,359
B1,D14,684.313,404
D14,E14,339.757,282
E14,E9,550.70,376
E9,D8,1085.417,633
D8,E8,559.809,384
E8,C14,1305.409,875
C14,A4,855.747,581
A4,B16,674.557,437
B16,C10,559.758,483
C10,B1,425.486,359
B1,D14,574.341,404
D14,E14,339.784,282
E14,E9,550.18,376
E9,D8,1085.460,633
D8,E8,559.766,384
E8,C14,1305.409,875
C14,A4,855.721,581
A4,B16,674.653,437
B16,C10,559.704,483
C10,B1,535.434,359
B1,D14,684.349,404
D14,E14,449.714,282
E14,E9,549.999,376
E9,D8,1085.461,633
D8,E8,559.757,384
E8,C14,1415.417,875
C14,A4,855.677,581
A4,B16,674.601,437
B16,C10,559.783,483
C10,B1,535.417,359
B1,D14,574.341,404
D14,E14,339.757,282

